Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,7.0,1.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,8.0,1.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,10.0,159.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,20.0,5.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,50.0,20.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,3.5,19.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,5.0,243.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,6.0,17.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,7.0,7.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,8.0,50.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,10.0,6.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,15.0,131.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,20.0,1.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,25.0,1745.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,50.0,103.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,100.0,371.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,300.0,82.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,500.0,3.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,1000.0,2.0
BUENOS AIRES,Saavedra,Arroyo Corto,6700010,12.0,31.0
BUENOS AIRES,Saavedra,Arroyo Corto,6700010,25.0,136.0
BUENOS AIRES,Saavedra,Arroyo Corto,6700010,50.0,92.0
BUENOS AIRES,Saavedra,Espartillar,6700040,5.0,79.0
BUENOS AIRES,Saavedra,Espartillar,6700040,25.0,314.0
BUENOS AIRES,Saavedra,Goyena,6700050,10.0,44.0
BUENOS AIRES,Saavedra,Pigüé,6700060,0.0,12.0
BUENOS AIRES,Saavedra,Pigüé,6700060,3.5,23.0
BUENOS AIRES,Saavedra,Pigüé,6700060,8.0,62.0
BUENOS AIRES,Saavedra,Pigüé,6700060,15.0,111.0
BUENOS AIRES,Saavedra,Pigüé,6700060,50.0,4483.0
BUENOS AIRES,Saavedra,Pigüé,6700060,100.0,519.0
BUENOS AIRES,Saavedra,Pigüé,6700060,200.0,93.0
BUENOS AIRES,Saavedra,Saavedra,6700070,8.0,30.0
BUENOS AIRES,Saavedra,Saavedra,6700070,20.0,1.0
BUENOS AIRES,Saavedra,Saavedra,6700070,30.0,1.0
BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010,5.0,18.0
BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010,10.0,22.0
BUENOS AIRES,Saladillo,Cazón,6707030,5.0,19.0
BUENOS AIRES,Saladillo,Cazón,6707030,10.0,26.0
BUENOS AIRES,Saladillo,Del Carril,6707040,5.0,2.0
BUENOS AIRES,Saladillo,Saladillo,6707060,0.75,5.0
BUENOS AIRES,Saladillo,Saladillo,6707060,1.0,1.0
BUENOS AIRES,Saladillo,Saladillo,6707060,3.0,151.0
BUENOS AIRES,Saladillo,Saladillo,6707060,3.5,60.0
BUENOS AIRES,Saladillo,Saladillo,6707060,4.0,1.0
BUENOS AIRES,Saladillo,Saladillo,6707060,5.0,227.0
BUENOS AIRES,Saladillo,Saladillo,6707060,6.0,346.0
BUENOS AIRES,Saladillo,Saladillo,6707060,8.0,132.0
BUENOS AIRES,Saladillo,Saladillo,6707060,10.0,1867.0
BUENOS AIRES,Saladillo,Saladillo,6707060,15.0,1175.0
BUENOS AIRES,Saladillo,Saladillo,6707060,20.0,8.0
BUENOS AIRES,Saladillo,Saladillo,6707060,30.0,1.0
BUENOS AIRES,Saladillo,Saladillo,6707060,35.0,1254.0
BUENOS AIRES,Saladillo,Saladillo,6707060,50.0,419.0
BUENOS AIRES,Saladillo,Saladillo,6707060,55.0,112.0
BUENOS AIRES,Saladillo,Saladillo,6707060,100.0,3070.0
BUENOS AIRES,Saladillo,Saladillo,6707060,300.0,1108.0
BUENOS AIRES,Saladillo,Saladillo,6707060,500.0,58.0
BUENOS AIRES,Saladillo,Saladillo,6707060,1000.0,10.0
BUENOS AIRES,Salliqueló,Quenumá,6721010,0.0,36.0
BUENOS AIRES,Salliqueló,Salliqueló,6721020,0.5,2.0
BUENOS AIRES,Salliqueló,Salliqueló,6721020,3.5,13.0
BUENOS AIRES,Salliqueló,Salliqueló,6721020,8.0,28.0
BUENOS AIRES,Salliqueló,Salliqueló,6721020,15.0,110.0
BUENOS AIRES,Salto,Arroyo Dulce,6714010,3.0,432.0
BUENOS AIRES,Salto,Arroyo Dulce,6714010,5.0,69.0
BUENOS AIRES,Salto,Arroyo Dulce,6714010,10.0,6.0
BUENOS AIRES,Salto,Arroyo Dulce,6714010,30.0,1.0
BUENOS AIRES,Salto,Gahan,6714030,1.0,181.0
BUENOS AIRES,Salto,Gahan,6714030,15.0,10.0
BUENOS AIRES,Salto,Inés Indart,6714040,3.0,188.0
BUENOS AIRES,Salto,Inés Indart,6714040,6.0,10.0
BUENOS AIRES,Salto,Inés Indart,6714040,10.0,6.0
BUENOS AIRES,Salto,Inés Indart,6714040,15.0,41.0
BUENOS AIRES,Salto,La Invencible,6714050,15.0,28.0
BUENOS AIRES,Salto,Salto,6714060,0.0,3412.0
BUENOS AIRES,Salto,Salto,6714060,0.75,11.0
BUENOS AIRES,Salto,Salto,6714060,3.5,70.0
BUENOS AIRES,Salto,Salto,6714060,5.0,1.0
BUENOS AIRES,Salto,Salto,6714060,6.0,22.0
BUENOS AIRES,Salto,Salto,6714060,8.0,136.0
BUENOS AIRES,Salto,Salto,6714060,10.0,5013.0
BUENOS AIRES,Salto,Salto,6714060,15.0,967.0
BUENOS AIRES,Salto,Salto,6714060,20.0,414.0
BUENOS AIRES,Salto,Salto,6714060,25.0,1406.0
BUENOS AIRES,Salto,Salto,6714060,30.0,117.0
BUENOS AIRES,Salto,Salto,6714060,50.0,79.0
BUENOS AIRES,Salto,Salto,6714060,100.0,32.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,3.0,54.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,4.0,59.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,6.0,2.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,8.0,1.0
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,3.0,98.0
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,5.0,16.0
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,6.0,36.0
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,10.0,31.0
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,20.0,2.0
BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,25.0,59.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,0.512,1.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,2.0,216.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,3.0,270.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,3.5,63.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,6.0,1831.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,8.0,159.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,10.0,579.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,15.0,254.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,25.0,1311.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,50.0,100.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,100.0,504.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,300.0,174.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,500.0,12.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,1000.0,1.0
BUENOS AIRES,San Andrés de Giles,Solís,6728050,0.5,1.0
BUENOS AIRES,San Andrés de Giles,Solís,6728050,3.0,131.0
BUENOS AIRES,San Andrés de Giles,Solís,6728050,5.0,21.0
BUENOS AIRES,San Andrés de Giles,Solís,6728050,10.0,261.0
BUENOS AIRES,San Andrés de Giles,Solís,6728050,20.0,1.0
BUENOS AIRES,San Andrés de Giles,Villa Espil,6728060,3.0,104.0
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,3.0,86.0
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,6.0,20.0
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,10.0,29.0
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,25.0,91.0
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,3.0,278.0
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,10.0,182.0
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,15.0,24.0
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,20.0,25.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,0.5,1.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,0.75,10.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,3.0,2223.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,3.5,252.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,8.0,361.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,10.0,3.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,15.0,572.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,20.0,9.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,30.0,3.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,50.0,219.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,100.0,3160.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,300.0,1753.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,500.0,117.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,1000.0,23.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,1.0,37.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,2.0,43.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,3.0,132.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,6.0,9.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,10.0,199.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,20.0,105.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,50.0,58.0
BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,3.0,1.0
BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,4.5,83.0
BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,7.5,53.0
BUENOS AIRES,San Cayetano,Ochandío,6742020,3.0,14.0
BUENOS AIRES,San Cayetano,Ochandío,6742020,4.0,1.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,2.0,130.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,3.0,517.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,5.0,330.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,6.0,1.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,8.0,262.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,10.0,978.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,15.0,94.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,30.0,24.0
BUENOS AIRES,San Cayetano,San Cayetano,6742030,50.0,3.0
BUENOS AIRES,San Fernando,San Fernando,6749010,0.0,2.0
BUENOS AIRES,San Fernando,San Fernando,6749010,0.256,2.0
BUENOS AIRES,San Fernando,San Fernando,6749010,0.75,2.0
BUENOS AIRES,San Fernando,San Fernando,6749010,1.0,69.0
BUENOS AIRES,San Fernando,San Fernando,6749010,2.0,1.0
BUENOS AIRES,San Fernando,San Fernando,6749010,3.0,178.0
BUENOS AIRES,San Fernando,San Fernando,6749010,3.5,7.0
BUENOS AIRES,San Fernando,San Fernando,6749010,4.0,37.0
BUENOS AIRES,San Fernando,San Fernando,6749010,5.0,7.0
BUENOS AIRES,San Fernando,San Fernando,6749010,6.0,265.0
BUENOS AIRES,San Fernando,San Fernando,6749010,8.0,47.0
BUENOS AIRES,San Fernando,San Fernando,6749010,10.0,386.0
BUENOS AIRES,San Fernando,San Fernando,6749010,15.0,27.0
BUENOS AIRES,San Fernando,San Fernando,6749010,20.0,74.0
BUENOS AIRES,San Fernando,San Fernando,6749010,25.0,6.0
BUENOS AIRES,San Fernando,San Fernando,6749010,30.0,4154.0
BUENOS AIRES,San Fernando,San Fernando,6749010,50.0,3620.0
BUENOS AIRES,San Fernando,San Fernando,6749010,60.0,21.0
BUENOS AIRES,San Fernando,San Fernando,6749010,75.0,9.0
BUENOS AIRES,San Fernando,San Fernando,6749010,100.0,7905.0
BUENOS AIRES,San Fernando,San Fernando,6749010,150.0,1080.0
BUENOS AIRES,San Fernando,San Fernando,6749010,200.0,132.0
BUENOS AIRES,San Fernando,San Fernando,6749010,300.0,7548.0
BUENOS AIRES,San Fernando,San Fernando,6749010,500.0,877.0
BUENOS AIRES,San Fernando,San Fernando,6749010,600.0,184.0
BUENOS AIRES,San Fernando,San Fernando,6749010,1000.0,580.0
BUENOS AIRES,San Fernando,Victoria,6749010,0.0,3.0
BUENOS AIRES,San Fernando,Victoria,6749010,0.5,4.0
BUENOS AIRES,San Fernando,Victoria,6749010,0.75,1.0
BUENOS AIRES,San Fernando,Victoria,6749010,1.0,119.0
BUENOS AIRES,San Fernando,Victoria,6749010,2.0,2.0
BUENOS AIRES,San Fernando,Victoria,6749010,3.0,157.0
BUENOS AIRES,San Fernando,Victoria,6749010,3.5,3.0
BUENOS AIRES,San Fernando,Victoria,6749010,5.0,3.0
BUENOS AIRES,San Fernando,Victoria,6749010,6.0,63.0
BUENOS AIRES,San Fernando,Victoria,6749010,8.0,1.0
BUENOS AIRES,San Fernando,Victoria,6749010,10.0,153.0
BUENOS AIRES,San Fernando,Victoria,6749010,15.0,22.0
BUENOS AIRES,San Fernando,Victoria,6749010,20.0,44.0
BUENOS AIRES,San Fernando,Victoria,6749010,30.0,19.0
BUENOS AIRES,San Fernando,Victoria,6749010,50.0,1798.0
BUENOS AIRES,San Fernando,Victoria,6749010,60.0,18.0
BUENOS AIRES,San Fernando,Victoria,6749010,75.0,3.0
BUENOS AIRES,San Fernando,Victoria,6749010,100.0,6987.0
BUENOS AIRES,San Fernando,Victoria,6749010,150.0,536.0
BUENOS AIRES,San Fernando,Victoria,6749010,200.0,29.0
BUENOS AIRES,San Fernando,Victoria,6749010,300.0,6133.0
BUENOS AIRES,San Fernando,Victoria,6749010,500.0,796.0
BUENOS AIRES,San Fernando,Victoria,6749010,600.0,105.0
BUENOS AIRES,San Fernando,Victoria,6749010,1000.0,408.0
BUENOS AIRES,San Fernando,Virreyes,6749010,0.75,1.0
BUENOS AIRES,San Fernando,Virreyes,6749010,1.0,11.0
BUENOS AIRES,San Fernando,Virreyes,6749010,3.0,15.0
BUENOS AIRES,San Fernando,Virreyes,6749010,5.0,3.0
BUENOS AIRES,San Fernando,Virreyes,6749010,6.0,17.0
BUENOS AIRES,San Fernando,Virreyes,6749010,8.0,2.0
BUENOS AIRES,San Fernando,Virreyes,6749010,10.0,70.0
BUENOS AIRES,San Fernando,Virreyes,6749010,15.0,3.0
BUENOS AIRES,San Fernando,Virreyes,6749010,20.0,14.0
BUENOS AIRES,San Fernando,Virreyes,6749010,30.0,1.0
BUENOS AIRES,San Fernando,Virreyes,6749010,50.0,2528.0
BUENOS AIRES,San Fernando,Virreyes,6749010,60.0,19.0
BUENOS AIRES,San Fernando,Virreyes,6749010,75.0,2.0
BUENOS AIRES,San Fernando,Virreyes,6749010,100.0,3410.0
BUENOS AIRES,San Fernando,Virreyes,6749010,150.0,816.0
BUENOS AIRES,San Fernando,Virreyes,6749010,200.0,44.0
BUENOS AIRES,San Fernando,Virreyes,6749010,300.0,3558.0
BUENOS AIRES,San Fernando,Virreyes,6749010,500.0,430.0
BUENOS AIRES,San Fernando,Virreyes,6749010,600.0,151.0
BUENOS AIRES,San Fernando,Virreyes,6749010,1000.0,289.0
BUENOS AIRES,San Isidro,Acassuso,6756010,0.256,1.0
BUENOS AIRES,San Isidro,Acassuso,6756010,0.512,1.0
BUENOS AIRES,San Isidro,Acassuso,6756010,1.0,15.0
BUENOS AIRES,San Isidro,Acassuso,6756010,3.0,8.0
BUENOS AIRES,San Isidro,Acassuso,6756010,3.5,3.0
BUENOS AIRES,San Isidro,Acassuso,6756010,5.0,2.0
BUENOS AIRES,San Isidro,Acassuso,6756010,6.0,14.0
BUENOS AIRES,San Isidro,Acassuso,6756010,8.0,3.0
BUENOS AIRES,San Isidro,Acassuso,6756010,10.0,56.0
BUENOS AIRES,San Isidro,Acassuso,6756010,15.0,5.0
BUENOS AIRES,San Isidro,Acassuso,6756010,20.0,55.0
BUENOS AIRES,San Isidro,Acassuso,6756010,30.0,10.0
BUENOS AIRES,San Isidro,Acassuso,6756010,50.0,402.0
BUENOS AIRES,San Isidro,Acassuso,6756010,100.0,2221.0
BUENOS AIRES,San Isidro,Acassuso,6756010,150.0,177.0
BUENOS AIRES,San Isidro,Acassuso,6756010,200.0,4.0
BUENOS AIRES,San Isidro,Acassuso,6756010,300.0,2284.0
BUENOS AIRES,San Isidro,Acassuso,6756010,500.0,438.0
BUENOS AIRES,San Isidro,Acassuso,6756010,600.0,40.0
BUENOS AIRES,San Isidro,Acassuso,6756010,1000.0,276.0
BUENOS AIRES,San Isidro,Beccar,6756010,0.0,1.0
BUENOS AIRES,San Isidro,Beccar,6756010,0.75,1.0
BUENOS AIRES,San Isidro,Beccar,6756010,1.0,39.0
BUENOS AIRES,San Isidro,Beccar,6756010,2.0,3.0
BUENOS AIRES,San Isidro,Beccar,6756010,3.0,143.0
BUENOS AIRES,San Isidro,Beccar,6756010,3.5,4.0
BUENOS AIRES,San Isidro,Beccar,6756010,5.0,6.0
BUENOS AIRES,San Isidro,Beccar,6756010,6.0,233.0
BUENOS AIRES,San Isidro,Beccar,6756010,8.0,6.0
BUENOS AIRES,San Isidro,Beccar,6756010,10.0,245.0
BUENOS AIRES,San Isidro,Beccar,6756010,12.0,74.0
BUENOS AIRES,San Isidro,Beccar,6756010,15.0,28.0
BUENOS AIRES,San Isidro,Beccar,6756010,20.0,268.0
BUENOS AIRES,San Isidro,Beccar,6756010,25.0,14.0
BUENOS AIRES,San Isidro,Beccar,6756010,30.0,35.0
BUENOS AIRES,San Isidro,Beccar,6756010,50.0,1260.0
BUENOS AIRES,San Isidro,Beccar,6756010,60.0,22.0
BUENOS AIRES,San Isidro,Beccar,6756010,75.0,2.0
BUENOS AIRES,San Isidro,Beccar,6756010,100.0,5818.0
BUENOS AIRES,San Isidro,Beccar,6756010,150.0,1032.0
BUENOS AIRES,San Isidro,Beccar,6756010,200.0,34.0
BUENOS AIRES,San Isidro,Beccar,6756010,300.0,6727.0
BUENOS AIRES,San Isidro,Beccar,6756010,500.0,1076.0
BUENOS AIRES,San Isidro,Beccar,6756010,600.0,109.0
BUENOS AIRES,San Isidro,Beccar,6756010,1000.0,668.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,0.0,6.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,0.5,6.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,0.512,1.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,1.0,35.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,2.0,2.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,3.0,62.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,3.5,15.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,5.0,6.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,6.0,209.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,8.0,18.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,10.0,239.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,15.0,7.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,20.0,61.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,25.0,2.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,30.0,624.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,50.0,2339.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,60.0,45.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,75.0,5.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,100.0,6576.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,150.0,1504.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,200.0,60.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,300.0,7762.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,500.0,1191.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,600.0,217.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,1000.0,915.0
BUENOS AIRES,San Isidro,Martínez,6756010,0.0,16.0
BUENOS AIRES,San Isidro,Martínez,6756010,0.5,5.0
BUENOS AIRES,San Isidro,Martínez,6756010,0.512,1.0
BUENOS AIRES,San Isidro,Martínez,6756010,0.75,2.0
BUENOS AIRES,San Isidro,Martínez,6756010,1.0,105.0
BUENOS AIRES,San Isidro,Martínez,6756010,2.0,3.0
BUENOS AIRES,San Isidro,Martínez,6756010,3.0,62.0
BUENOS AIRES,San Isidro,Martínez,6756010,3.5,35.0
BUENOS AIRES,San Isidro,Martínez,6756010,5.0,10.0
BUENOS AIRES,San Isidro,Martínez,6756010,6.0,139.0
BUENOS AIRES,San Isidro,Martínez,6756010,8.0,51.0
BUENOS AIRES,San Isidro,Martínez,6756010,10.0,343.0
BUENOS AIRES,San Isidro,Martínez,6756010,15.0,68.0
BUENOS AIRES,San Isidro,Martínez,6756010,20.0,198.0
BUENOS AIRES,San Isidro,Martínez,6756010,30.0,1545.0
BUENOS AIRES,San Isidro,Martínez,6756010,50.0,2615.0
BUENOS AIRES,San Isidro,Martínez,6756010,60.0,15.0
BUENOS AIRES,San Isidro,Martínez,6756010,75.0,2.0
BUENOS AIRES,San Isidro,Martínez,6756010,100.0,9830.0
BUENOS AIRES,San Isidro,Martínez,6756010,150.0,929.0
BUENOS AIRES,San Isidro,Martínez,6756010,200.0,21.0
BUENOS AIRES,San Isidro,Martínez,6756010,300.0,10471.0
BUENOS AIRES,San Isidro,Martínez,6756010,500.0,1696.0
BUENOS AIRES,San Isidro,Martínez,6756010,600.0,228.0
BUENOS AIRES,San Isidro,Martínez,6756010,1000.0,1057.0
BUENOS AIRES,San Isidro,San Isidro,6756010,0.0,18.0
BUENOS AIRES,San Isidro,San Isidro,6756010,0.256,1.0
BUENOS AIRES,San Isidro,San Isidro,6756010,0.5,3.0
BUENOS AIRES,San Isidro,San Isidro,6756010,0.75,1.0
BUENOS AIRES,San Isidro,San Isidro,6756010,1.0,61.0
BUENOS AIRES,San Isidro,San Isidro,6756010,2.0,1.0
BUENOS AIRES,San Isidro,San Isidro,6756010,3.0,54.0
BUENOS AIRES,San Isidro,San Isidro,6756010,3.5,17.0
BUENOS AIRES,San Isidro,San Isidro,6756010,5.0,11.0
BUENOS AIRES,San Isidro,San Isidro,6756010,6.0,70.0
BUENOS AIRES,San Isidro,San Isidro,6756010,8.0,21.0
BUENOS AIRES,San Isidro,San Isidro,6756010,10.0,221.0
BUENOS AIRES,San Isidro,San Isidro,6756010,15.0,15.0
BUENOS AIRES,San Isidro,San Isidro,6756010,20.0,163.0
BUENOS AIRES,San Isidro,San Isidro,6756010,30.0,58.0
BUENOS AIRES,San Isidro,San Isidro,6756010,50.0,1488.0
BUENOS AIRES,San Isidro,San Isidro,6756010,60.0,21.0
BUENOS AIRES,San Isidro,San Isidro,6756010,75.0,8.0
BUENOS AIRES,San Isidro,San Isidro,6756010,100.0,8716.0
BUENOS AIRES,San Isidro,San Isidro,6756010,150.0,772.0
BUENOS AIRES,San Isidro,San Isidro,6756010,200.0,22.0
BUENOS AIRES,San Isidro,San Isidro,6756010,300.0,9123.0
BUENOS AIRES,San Isidro,San Isidro,6756010,500.0,1323.0
BUENOS AIRES,San Isidro,San Isidro,6756010,600.0,95.0
BUENOS AIRES,San Isidro,San Isidro,6756010,1000.0,942.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,0.0,3.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,0.75,1.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,1.0,17.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,3.0,31.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,3.5,8.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,5.0,3.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,6.0,35.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,8.0,10.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,10.0,107.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,15.0,2.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,20.0,45.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,25.0,1.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,30.0,10.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,50.0,1854.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,60.0,18.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,75.0,6.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,100.0,4250.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,150.0,704.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,200.0,16.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,300.0,4097.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,500.0,528.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,600.0,145.0
BUENOS AIRES,San Isidro,Villa Adelina,6756010,1000.0,328.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,0.0,16.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,0.5,3.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,0.512,1.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,0.75,16.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,1.0,8.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,2.0,8.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,3.0,44.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,3.5,49.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,5.0,53.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,6.0,1015.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,8.0,22.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,10.0,137.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,15.0,9.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,20.0,1.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,25.0,8.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,30.0,7905.0
BUENOS AIRES,San Miguel,Bella Vista,6760010,50.0,237.0
